descriptions,words
"Architect Kate Orff sees the oyster as an agent of urban change. Bundled into beds and sunk into city rivers, oysters slurp up pollution and make legendarily dirty waters clean — thus driving even more innovation in ""oyster-tecture."" Orff shares her vision for an urban landscape that links nature and humanity for mutual benefit.","['architect', 'kate', 'orff', 'sees', 'oyster', 'agent', 'urban', 'change', 'bundled', 'beds', 'sunk', 'city', 'rivers', 'oysters', 'slurp', 'pollution', 'make', 'legendarily', 'dirty', 'waters', 'clean', 'thus', 'driving', 'even', 'innovation', 'oyster-tecture', 'orff', 'shares', 'vision', 'urban', 'landscape', 'links', 'nature', 'humanity', 'mutual', 'benefit']"
"America was built by makers — curious, enthusiastic amateur inventors whose tinkering habit sparked whole new industries. At TED@MotorCity, MAKE magazine publisher Dale Dougherty says we're all makers at heart, and shows cool new tools to tinker with, like Arduinos, affordable 3D printers, even DIY satellites.","['america', 'built', 'makers', 'curious', 'enthusiastic', 'amateur', 'inventors', 'whose', 'tinkering', 'habit', 'sparked', 'whole', 'new', 'industries', 'ted@motorcity', 'make', 'magazine', 'publisher', 'dale', 'dougherty', 'says', 'makers', 'heart', 'shows', 'cool', 'new', 'tools', 'tinker', 'like', 'arduinos', 'affordable', 'd', 'printers', 'even', 'diy', 'satellites']"
"Media and advertising companies still use the same old demographics to understand audiences, but they're becoming increasingly harder to track online, says media researcher Johanna Blakley. As social media outgrows traditional media, and women users outnumber men, Blakley explains what changes are in store for the future of media.","['media', 'advertising', 'companies', 'still', 'use', 'old', 'demographics', 'understand', 'audiences', 'becoming', 'increasingly', 'harder', 'track', 'online', 'says', 'media', 'researcher', 'johanna', 'blakley', 'social', 'media', 'outgrows', 'traditional', 'media', 'women', 'users', 'outnumber', 'men', 'blakley', 'explains', 'changes', 'store', 'future', 'media']"
"Christopher McDougall explores the mysteries of the human desire to run. How did running help early humans survive — and what urges from our ancient ancestors spur us on today? McDougall tells the story of the marathoner with a heart of gold, the unlikely ultra-runner, and the hidden tribe in Mexico that runs to live.","['christopher', 'mcdougall', 'explores', 'mysteries', 'human', 'desire', 'run', 'running', 'help', 'early', 'humans', 'survive', 'urges', 'ancient', 'ancestors', 'spur', 'us', 'today', 'mcdougall', 'tells', 'story', 'marathoner', 'heart', 'gold', 'unlikely', 'ultra-runner', 'hidden', 'tribe', 'mexico', 'runs', 'live']"
"Poet Suheir Hammad performs two spine-tingling spoken-word pieces: ""What I Will"" and ""break (clustered)"" — meditations on war and peace, on women and power. Wait for the astonishing line: ""Do not fear what has blown up. If you must, fear the unexploded.""","['poet', 'suheir', 'hammad', 'performs', 'two', 'spine-tingling', 'spoken-word', 'pieces', 'will', 'break', 'clustered', 'meditations', 'war', 'peace', 'women', 'power', 'wait', 'astonishing', 'line', 'fear', 'blown', 'must', 'fear', 'unexploded']"
"Work-life balance, says Nigel Marsh, is too important to be left in the hands of your employer. Marsh lays out an ideal day balanced between family time, personal time and productivity — and offers some stirring encouragement to make it happen.","['work-life', 'balance', 'says', 'nigel', 'marsh', 'important', 'left', 'hands', 'employer', 'marsh', 'lays', 'ideal', 'day', 'balanced', 'family', 'time', 'personal', 'time', 'productivity', 'offers', 'stirring', 'encouragement', 'make', 'happen']"
"Cynthia Breazeal wonders: Why can we use robots on Mars, but not in our living rooms? The key, she says, is in training robots to interact with people. Now she dreams up and builds robots that teach, learn — and play. Watch for amazing demo footage of a new interactive game for kids.","['cynthia', 'breazeal', 'wonders', 'can', 'use', 'robots', 'mars', 'living', 'rooms', 'key', 'says', 'training', 'robots', 'interact', 'people', 'now', 'dreams', 'builds', 'robots', 'teach', 'learn', 'play', 'watch', 'amazing', 'demo', 'footage', 'new', 'interactive', 'game', 'kids']"
"They've been called the ""saints of Somalia."" Doctor Hawa Abdi and her daughter Deqo Mohamed discuss their medical clinic in Somalia, where — in the face of civil war and open oppression of women — they've built a hospital, a school and a community of peace.","['called', 'saints', 'somalia', 'doctor', 'hawa', 'abdi', 'daughter', 'deqo', 'mohamed', 'discuss', 'medical', 'clinic', 'somalia', 'face', 'civil', 'war', 'open', 'oppression', 'women', 'built', 'hospital', 'school', 'community', 'peace']"
"How can architects build a new world of sustainable beauty? By learning from nature. Michael Pawlyn describes three habits of nature that could transform architecture and society: radical resource efficiency, closed loops, and drawing energy from the sun.","['can', 'architects', 'build', 'new', 'world', 'sustainable', 'beauty', 'learning', 'nature', 'michael', 'pawlyn', 'describes', 'three', 'habits', 'nature', 'transform', 'architecture', 'society', 'radical', 'resource', 'efficiency', 'closed', 'loops', 'drawing', 'energy', 'sun']"
"World champion whistler Geert Chatrou performs the whimsical ""Eleonora"" by A. Honhoff, and his own ""Fête de la Belle."" In a fascinating interlude, he talks about what brought him to the craft.","['world', 'champion', 'whistler', 'geert', 'chatrou', 'performs', 'whimsical', 'eleonora', 'honhoff', 'fête', 'de', 'la', 'belle', 'fascinating', 'interlude', 'talks', 'brought', 'craft']"
"The term ""compassion"" — typically reserved for the saintly or the sappy — has fallen out of touch with reality. At a special TEDPrize@UN, journalist Krista Tippett deconstructs the meaning of compassion through several moving stories, and proposes a new, more attainable definition for the word.","['term', 'compassion', 'typically', 'reserved', 'saintly', 'sappy', 'fallen', 'touch', 'reality', 'special', 'tedprize@un', 'journalist', 'krista', 'tippett', 'deconstructs', 'meaning', 'compassion', 'several', 'moving', 'stories', 'proposes', 'new', 'attainable', 'definition', 'word']"
"Patricia Kuhl shares astonishing findings about how babies learn one language over another — by listening to the humans around them and ""taking statistics"" on the sounds they need to know. Clever lab experiments (and brain scans) show how 6-month-old babies use sophisticated reasoning to understand their world.","['patricia', 'kuhl', 'shares', 'astonishing', 'findings', 'babies', 'learn', 'one', 'language', 'another', 'listening', 'humans', 'around', 'taking', 'statistics', 'sounds', 'need', 'know', 'clever', 'lab', 'experiments', 'brain', 'scans', 'show', '-month-old', 'babies', 'use', 'sophisticated', 'reasoning', 'understand', 'world']"
"We each want to live a life of purpose, but where to start? In this luminous, wide-ranging talk, Jacqueline Novogratz introduces us to people she's met in her work in ""patient capital"" — people who have immersed themselves in a cause, a community, a passion for justice. These human stories carry powerful moments of inspiration.","['want', 'live', 'life', 'purpose', 'start', 'luminous', 'wide-ranging', 'talk', 'jacqueline', 'novogratz', 'introduces', 'us', 'people', 'met', 'work', 'patient', 'capital', 'people', 'immersed', 'cause', 'community', 'passion', 'justice', 'human', 'stories', 'carry', 'powerful', 'moments', 'inspiration']"
"Lisa Gansky, author of ""The Mesh,"" talks about a future of business that's about sharing all kinds of stuff, either via smart and tech-enabled rental or, more boldly, peer-to-peer. Examples across industries — from music to cars — show how close we are to this meshy future.","['lisa', 'gansky', 'author', 'mesh', 'talks', 'future', 'business', 'sharing', 'kinds', 'stuff', 'either', 'via', 'smart', 'tech-enabled', 'rental', 'boldly', 'peer-to-peer', 'examples', 'across', 'industries', 'music', 'cars', 'show', 'close', 'meshy', 'future']"
"Former US Secretary of State Madeleine Albright talks bluntly about politics and diplomacy, making the case that women's issues deserve a place at the center of foreign policy. Far from being a ""soft"" issue, she says, women's issues are often the very hardest ones, dealing directly with life and death. A frank and funny Q&A with Pat Mitchell from the Paley Center.","['former', 'us', 'secretary', 'state', 'madeleine', 'albright', 'talks', 'bluntly', 'politics', 'diplomacy', 'making', 'case', ""women's"", 'issues', 'deserve', 'place', 'center', 'foreign', 'policy', 'far', 'soft', 'issue', 'says', ""women's"", 'issues', 'often', 'hardest', 'ones', 'dealing', 'directly', 'life', 'death', 'frank', 'funny', 'q&a', 'pat', 'mitchell', 'paley', 'center']"
"We make important decisions every day — and we often rely on experts to help us decide. But, says economist Noreena Hertz, relying too much on experts can be limiting and even dangerous. She calls for us to start democratizing expertise — to listen not only to ""surgeons and CEOs, but also to shop staff.""","['make', 'important', 'decisions', 'every', 'day', 'often', 'rely', 'experts', 'help', 'us', 'decide', 'says', 'economist', 'noreena', 'hertz', 'relying', 'much', 'experts', 'can', 'limiting', 'even', 'dangerous', 'calls', 'us', 'start', 'democratizing', 'expertise', 'listen', 'surgeons', 'ceos', 'also', 'shop', 'staff']"
Rives recaps the most memorable moments of TED2006 in the free-spirited rhyming verse of a fantastical mockingbird lullaby.,"['rives', 'recaps', 'memorable', 'moments', 'ted', 'free-spirited', 'rhyming', 'verse', 'fantastical', 'mockingbird', 'lullaby']"
"Maxillofacial surgeon Iain Hutchison works with people whose faces have been severely disfigured. By pushing to improve surgical techniques, he helps to improve their lives; and by commissioning their portraits, he celebrates their humanity. NOTE: This talk contains images of disfigured and badly injured faces that may be disturbing — and Hutchison provides thoughtful answers as to why a disfigured face can shock us so deeply. Squeamish? Hide your screen from 12:10 - 13:19, but do keep listening. Portraits shown in this talk come from Mark Gilbert.","['maxillofacial', 'surgeon', 'iain', 'hutchison', 'works', 'people', 'whose', 'faces', 'severely', 'disfigured', 'pushing', 'improve', 'surgical', 'techniques', 'helps', 'improve', 'lives', 'commissioning', 'portraits', 'celebrates', 'humanity', 'note', 'talk', 'contains', 'images', 'disfigured', 'badly', 'injured', 'faces', 'may', 'disturbing', 'hutchison', 'provides', 'thoughtful', 'answers', 'disfigured', 'face', 'can', 'shock', 'us', 'deeply', 'squeamish', 'hide', 'screen', ':', ':', 'keep', 'listening', 'portraits', 'shown', 'talk', 'come', 'mark', 'gilbert']"
"It's been said that when an elder dies, it's as if a library is burned. Anthropologist Elizabeth Lindsey, a National Geographic Fellow, collects the deep cultural knowledge passed down as stories and lore.","['said', 'elder', 'dies', 'library', 'burned', 'anthropologist', 'elizabeth', 'lindsey', 'national', 'geographic', 'fellow', 'collects', 'deep', 'cultural', 'knowledge', 'passed', 'stories', 'lore']"
"Danny Hills makes a case for the next frontier of cancer research: proteomics, the study of proteins in the body. As Hillis explains it, genomics shows us a list of the ingredients of the body — while proteomics shows us what those ingredients produce. Understanding what's going on in your body at the protein level may lead to a new understanding of how cancer happens.","['danny', 'hills', 'makes', 'case', 'next', 'frontier', 'cancer', 'research', 'proteomics', 'study', 'proteins', 'body', 'hillis', 'explains', 'genomics', 'shows', 'us', 'list', 'ingredients', 'body', 'proteomics', 'shows', 'us', 'ingredients', 'produce', 'understanding', 'going', 'body', 'protein', 'level', 'may', 'lead', 'new', 'understanding', 'cancer', 'happens']"
